Symbol,Name,Sector,Industry
MAS,Masco Corporation Common Stock,Industrials,Building Products
MASI,Masimo Corporation Common Stock,Health Care,Medical/Dental Instruments
MASS,908 Devices Inc. Common Stock,Health Care,Medical/Dental Instruments
MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MATV,Mativ Holdings Inc. Common Stock,Basic Materials,Paper
MATW,Matthews International Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,Finance,Finance Companies
MAYS,J. W. Mays Inc. Common Stock,Real Estate,Building operators
MBCN,Middlefield Banc Corp. Common Stock,Finance,Major Banks
MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp Common Stock,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,Finance,Major Banks
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,Finance,Major Banks
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
MBIO,Mustang Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,Finance,Commercial Banks
MBRX,Moleculin Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MBTC,Nocturne Acquisition Corporation Ordinary Shares,Finance,Blank Checks
MBUU,Malibu Boats Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MBWM,Mercantile Bank Corporation Common Stock,Finance,Major Banks
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
MCAAU,Mountain & Co. I Acquisition Corp. Unit,Finance,Blank Checks
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,Finance,Blank Checks
MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,Miscellaneous,Other Pharmaceuticals
MCACR,Monterey Capital Acquisition Corporation Rights,Consumer Discretionary,Other Specialty Stores
MCACW,Monterey Capital Acquisition Corporation Warrants,Miscellaneous,Other Pharmaceuticals
MCAFR,Mountain Crest Acquisition Corp. IV Rights,Finance,Blank Checks
MCAFU,Mountain Crest Acquisition Corp. IV Unit,Industrials,Consumer Electronics/Appliances
MCAG,Mountain Crest Acquisition Corp. V Common Stock,Miscellaneous,Other Pharmaceuticals
MCAGR,Mountain Crest Acquisition Corp. V Right,Finance,Blank Checks
MCBC,Macatawa Bank Corporation Common Stock,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,Consumer Discretionary,Restaurants
MCFT,MasterCraft Boat Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,Consumer Discretionary,Business Services
MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals
MCO,Moody's Corporation Common Stock,Finance,Advertising
MCR,MFS Charter Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MCRB,Seres Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
MCS,Marcus Corporation (The) Common Stock,Consumer Discretionary,Movies/Entertainment
MCVT,Mill City Ventures III Ltd. Common Stock,Finance,Finance: Consumer Services
MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group Inc. Common Stock,Health Care,Medical Specialities
MDB,MongoDB Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
MDC,M.D.C. Holdings Inc. Common Stock,Consumer Discretionary,Homebuilding
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MDIA,Mediaco Holding Inc. Class A Common Stock ,Consumer Discretionary,Broadcasting
MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Meat/Poultry/Fish
MDNA,Medicenna Therapeutics Corp. Common Shares,Health Care,Pharmaceuticals and Biotechnology
MDRR,Medalist Diversified REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
MDRX,Veradigm Inc. Common Stock,Technology,EDP Services
MDT,Medtronic plc. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Consumer Electronics/Appliances
MDVL,MedAvail Holdings Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
MDWT,Midwest Holding Inc. Common Stock,Finance,Life Insurance
MDXG,MiMedx Group Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ME,23andMe Holding Co. Class A Common Stock,Health Care,Precision Instruments
MED,MEDIFAST INC Common Stock,Consumer Discretionary,Other Consumer Services
MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,TRxADE HEALTH Inc. Common Stock,Technology,Interactive Media
MEI,Methode Electronics Inc. Common Stock,Technology,Electrical Products
MEIP,MEI Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,Finance,Blank Checks
MELI,MercadoLibre Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
MEOA,Minority Equality Opportunities Acquisition Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
MEOAU,Minority Equality Opportunities Acquisition Inc. Units,Industrials,Consumer Electronics/Appliances
MEOAW,Minority Equality Opportunities Acquisition Inc. Warrants,Industrials,Consumer Electronics/Appliances
MERC,Mercer International Inc. Common Stock,Basic Materials,Paper
MESA,Mesa Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
MET,MetLife Inc. Common Stock,Finance,Life Insurance
META,Meta Platforms Inc. Class A Common Stock,Technology,Internet and Information Services
METC,Ramaco Resources Inc. Common Stock,Energy,Coal Mining
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,Energy,Coal Mining
MFA,MFA Financial Inc.,Real Estate,Real Estate Investment Trusts
MFC,Manulife Financial Corporation Common Stock,Consumer Discretionary,Advertising
MFD,Macquarie First Trust Global Common Stock,Finance,Trusts Except Educational Religious and Charitable
MFIC,MidCap Financial Investment Corporation Common Stock,Finance,Finance/Investors Services
MFIN,Medallion Financial Corp. Common Stock,Finance,Diversified Financial Services
MFM,MFS Municipal Income Trust Common Stock,Finance,Finance Companies
MFV,MFS Special Value Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MG,Mistras Group Inc Common Stock,Technology,Security Systems Services
MGA,Magna International Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MGAM,Mobile Global Esports Inc. Common Stock,Technology,EDP Services
MGEE,MGE Energy Inc,Utilities,Power Generation
MGF,MFS Government Markets Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MGI,Moneygram International Inc. Common Stock,Consumer Discretionary,Business Services
MGM,MGM Resorts International Common Stock,Consumer Discretionary,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,Consumer Discretionary,Advertising
MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MGOL,MGO Global Inc. Common Stock,Consumer Discretionary,Advertising
MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution)
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Finance,Investment Managers
MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Finance,Investment Managers
MGTA,Magenta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MGTX,MeiraGTx Holdings plc Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production
MGYR,Magyar Bancorp Inc. Common Stock,Finance,Major Banks
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,Finance,Finance/Investors Services
MHH,Mastech Digital Inc Common Stock,Consumer Discretionary,Professional Services
MHI,Pioneer Municipal High Income Fund Inc.,Finance,Investment Managers
MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,Finance,Finance Companies
MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
MICS,The Singing Machine Company Inc. Common Stock,Consumer Staples,Diversified Electronic Products
MIDD,Middleby Corporation (The) Common Stock,Industrials,Diversified Manufacture
MIN,MFS Intermediate Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MIND,MIND Technology Inc. Common Stock (DE),Industrials,Industrial Machinery/Components
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),Industrials,Industrial Machinery/Components
MINM,Minim Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
MIR,Mirion Technologies Inc. Class A Common Stock,Technology,Industrial Machinery/Components
MIRM,Mirum Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MIRO,Miromatrix Medical Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks
MITAU,Coliseum Acquisition Corp. Unit,Finance,Blank Checks
MITAW,Coliseum Acquisition Corp. Warrant,Finance,Blank Checks
MITK,Mitek Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MITQ,Moving iMage Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
MITT,AG Mortgage Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Finance,Finance Companies
MKC,McCormick & Company Incorporated Common Stock,Consumer Staples,Farming/Seeds/Milling
MKFG,Markforged Holding Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
MKL,Markel Corporation Common Stock,Finance,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,Industrials,Industrial Machinery/Components
MKTW,MarketWise Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MKUL,Molekule Group Inc. Common Stock,Utilities,Environmental Services
ML,MoneyLion Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
MLAB,Mesa Laboratories Inc. Common Stock,Industrials,Industrial Machinery/Components
MLGO,MicroAlgo Inc. Ordinary Shares,Technology,EDP Services
MLI,Mueller Industries Inc. Common Stock,Industrials,Metal Fabrications
MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Building Materials
MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific Inc. Common Stock,Health Care,Industrial Specialties
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MLVF,Malvern Bancorp Inc. Common Stock,Finance,Banks
MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MMAT,Meta Materials Inc. Common Stock,Technology,Semiconductors
MMC,Marsh & McLennan Companies Inc. Common Stock,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Finance,Investment Managers
MMLP,Martin Midstream Partners L.P. Limited Partnership,Energy,Oil Refining/Marketing
MMM,3M Company Common Stock,Industrials,Consumer Electronics/Appliances
MMMB,MamaMancini's Holdings Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
MMP,Magellan Midstream Partners L.P. Limited Partnership,Energy,Oil & Gas Production
MMS,Maximus Inc. Common Stock,Consumer Discretionary,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Finance,Investment Managers
MNKD,MannKind Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology
MNOV,Medicinova Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNSB,MainStreet Bancshares Inc. Common Stock,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,Finance,Major Banks
MNST,Monster Beverage Corporation,Consumer Staples,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,Utilities,Power Generation
MNTV,Momentive Global Inc. Common Stock,Technology,EDP Services
MNTX,Manitex International Inc. Common Stock,Technology,Industrial Machinery/Components
MO,Altria Group Inc.,Health Care, Medicinal Chemicals and Botanical Products 
MOBQ,Mobiquity Technologies Inc. Common Stock,Consumer Discretionary,Advertising
MOBQW,Mobiquity Technologies Inc. Warrant,Consumer Discretionary,Advertising
MOBV,Mobiv Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
MOBVW,Mobiv Acquisition Corp Warrant,Industrials,Consumer Electronics/Appliances
MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MODD,Modular Medical Inc. Common Stock,Health Care,Industrial Specialties
MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MODN,Model N Inc. Common Stock,Technology,EDP Services
MOFG,MidWestOne Financial Gp Common Stock,Finance,Major Banks
MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities
MOND,Mondee Holdings Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services
MORF,Morphic Holding Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,Finance,Advertising
MOS,Mosaic Company (The) Common Stock,Industrials,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties
MOVE,Movano Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Finance,Finance Companies
MPAA,Motorcar Parts  of America Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,Finance,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
MPRAU,Mercato Partners Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances
MPRAW,Mercato Partners Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances
MPU,Mega Matrix Corp. Common Stock,Consumer Discretionary,Diversified Commercial Services
MPV,Barings Participation Investors Common Stock,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors
MPX,Marine Products Corporation Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MQ,Marqeta Inc. Class A Common Stock,Technology,EDP Services
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,Finance,Finance Companies
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Finance,Investment Managers
MRAI,Marpai Inc. Class A Common Stock,Health Care,Managed Health Care
MRAM,Everspin Technologies Inc. Common Stock,Technology,Electronic Components
MRBK,Meridian Corporation Common Stock,Finance,Major Banks
MRC,MRC Global Inc. Common Stock,Industrials,Fluid Controls
MRCC,Monroe Capital Corporation Common Stock,Finance,Investment Managers
MRIN,Marin Software Incorporated Common Stock,Technology,Computer Software: Prepackaged Software
MRK,Merck & Company Inc. Common Stock (new),Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,Marker Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,Energy,Oil & Gas Production
MRSN,Mersana Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRTN,Marten Transport Ltd. Common Stock,Industrials,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,Technology,Semiconductors
MS,Morgan Stanley Common Stock,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated Common Stock,Technology,Security Systems Services
MSB,Mesabi Trust Common Stock,Basic Materials,Metal Mining
MSBI,Midland States Bancorp Inc. Common Stock,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
MSCI,MSCI Inc Common Stock,Finance,Advertising
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
MSDAW,MSD Acquisition Corp. Warrant,Finance,Blank Checks
MSEX,Middlesex Water Company Common Stock,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Consumer Discretionary,Hotels/Resorts
MSI,Motorola Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,Industrials,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances
MSSAR,Metal Sky Star Acquisition Corporation Right,Finance,Blank Checks
MSSAU,Metal Sky Star Acquisition Corporation Unit,Finance,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,Finance,Major Banks
MTAC,MedTech Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks
MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing
MTDR,Matador Resources Company Common Stock,Energy,Oil & Gas Production
MTEM,Molecular Templates Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,Homebuilding
MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,Energy,Oil & Gas Production
MTRX,Matrix Service Company Common Stock,Consumer Discretionary,Military/Government/Technical
MTRYU,Monterey Bio Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MTW,Manitowoc Company Inc. (The) Common Stock,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,Industrials,Major Chemicals
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Finance,Finance Companies
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MUI,BlackRock Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MULN,Mullen Automotive Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
MUR,Murphy Oil Corporation Common Stock,Energy,Oil & Gas Production
MURF,Murphy Canyon Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
MURFU,Murphy Canyon Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
MUSA,Murphy USA Inc. Common Stock,Utilities,Natural Gas Distribution
MUX,McEwen Mining Inc. Common Stock,Basic Materials,Other Metals and Minerals
MVBF,MVB Financial Corp. Common Stock,Finance,Savings Institutions
MVF,Blackrock MuniVest Fund Inc. Common Stock,Finance,Finance/Investors Services
MVIS,MicroVision Inc. Common Stock,Industrials,Industrial Machinery/Components
MVLA,Movella Holdings Inc. Common Stock,Technology,EDP Services
MVLAW,Movella Holdings Inc. Warrant,Technology,EDP Services
MVO,MV Oil Trust Units of Beneficial Interests,Energy,Oil & Gas Production
MVST,Microvast Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,Industrials,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,Finance,Trusts Except Educational Religious and Charitable
MWA,MUELLER WATER PRODUCTS Common Stock,Industrials,Office Equipment/Supplies/Services
MXC,Mexco Energy Corporation Common Stock,Energy,Oil & Gas Production
MXCT,MaxCyte Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,Technology,Semiconductors
MYD,Blackrock MuniYield Fund Inc.  Common Stock,Finance,Trusts Except Educational Religious and Charitable
MYE,Myers Industries Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MYFW,First Western Financial Inc. Common Stock,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,Finance,Finance Companies
MYMD,MyMD Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Finance,Finance Companies
MYO,Myomo Inc. Common Stock,Health Care,Industrial Specialties
MYOV,Myovant Sciences Ltd. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,Technology,EDP Services
MYPSW,PLAYSTUDIOS Inc. Warrant,Technology,EDP Services
MYRG,MYR Group Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
NAC,Nuveen California Quality Municipal Income Fund,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NAII,Natural Alternatives International Inc. Common Stock,Consumer Discretionary,Food Distributors
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NAOV,NanoVibronix Inc. Common Stock,Health Care,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NATH,Nathan's Famous Inc. Common Stock,Consumer Discretionary,Restaurants
NATI,National Instruments Corporation Common Stock,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
NAUT,Nautilus Biotechnolgy Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation Common Stock,Finance,Finance: Consumer Services
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Finance,Finance/Investors Services
NBHC,National Bank Holdings Corporation Common Stock,Finance,Major Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,Finance,Major Banks
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,Finance,Finance/Investors Services
NBSE,NeuBase Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NBST,Newbury Street Acquisition Corporation Common Stock,Industrials,Consumer Electronics/Appliances
NBSTU,Newbury Street Acquisition Corporation Units,Industrials,Consumer Electronics/Appliances
NBSTW,Newbury Street Acquisition Corporation Warrants,Industrials,Consumer Electronics/Appliances
NBTB,NBT Bancorp Inc. Common Stock,Finance,Major Banks
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,Finance,Finance/Investors Services
NBY,NovaBay Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NCA,Nuveen California Municipal Value Fund,Finance,Investment Managers
NCAC,Newcourt Acquisition Corp Class A Ordinary Share,Finance,Blank Checks
NCACU,Newcourt Acquisition Corp Unit,Finance,Blank Checks
NCACW,Newcourt Acquisition Corp Warrant,Finance,Blank Checks
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Consumer Discretionary,Hotels/Resorts
NCMI,National CineMedia Inc. Common Stock,Consumer Discretionary,Advertising
NCNO,nCino Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,Finance,Investment Managers
NCR,NCR Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services
NCSM,NCS Multistage Holdings Inc. Common Stock,Energy,Oilfield Services/Equipment
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies
NDAQ,Nasdaq Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
